,Never Moved,2+ Years,1-2 Years,6 Months - 1 Year,3 Months - 6 Months,1 Month - 3 Months,1 Week - 1 Month,< 1 Week
2020-10-17,0.5235,0.167,0.0986,0.0281,0.0362,0.038,0.0934,0.0152
2020-10-18,0.5234,0.1672,0.0982,0.0281,0.0361,0.0388,0.0936,0.0146
2020-10-19,0.5234,0.1672,0.0981,0.0281,0.0355,0.0398,0.0949,0.013
2020-10-20,0.5234,0.1671,0.0981,0.0281,0.0356,0.0402,0.095,0.0125
2020-10-21,0.5234,0.1676,0.0972,0.0282,0.0355,0.0416,0.0944,0.0121
2020-10-22,0.5232,0.1675,0.0972,0.0282,0.0358,0.042,0.0933,0.0128
2020-10-23,0.5231,0.1675,0.0971,0.0286,0.0355,0.0496,0.088,0.0106
2020-10-24,0.5231,0.1678,0.0969,0.0287,0.0354,0.0541,0.0842,0.0098
2020-10-25,0.523,0.1678,0.0968,0.0288,0.0352,0.0606,0.0786,0.0092
2020-10-26,0.5229,0.168,0.0965,0.0297,0.0344,0.0675,0.0723,0.0087
2020-10-27,0.5228,0.1681,0.0964,0.0306,0.0335,0.0838,0.0568,0.008
2020-10-28,0.5228,0.1681,0.0964,0.0315,0.0328,0.0891,0.0524,0.0069
2020-10-29,0.5228,0.1682,0.0964,0.0317,0.033,0.0922,0.0498,0.0059
2020-10-30,0.5228,0.1682,0.0963,0.0319,0.0332,0.096,0.0456,0.006
2020-10-31,0.5228,0.1682,0.0963,0.0318,0.0336,0.0972,0.0446,0.0055
2020-11-01,0.5202,0.1683,0.0963,0.0318,0.0337,0.0996,0.0425,0.0076
2020-11-02,0.5201,0.1683,0.0963,0.0324,0.0333,0.1109,0.0322,0.0065
2020-11-03,0.5201,0.1683,0.0963,0.0325,0.0331,0.1144,0.029,0.0063
2020-11-04,0.5201,0.1684,0.0962,0.0328,0.0332,0.1153,0.0279,0.0061
2020-11-05,0.5201,0.1687,0.0959,0.0328,0.0335,0.117,0.0258,0.0062
2020-11-06,0.5201,0.1688,0.096,0.0336,0.0327,0.1195,0.0231,0.0062
2020-11-07,0.5201,0.1688,0.096,0.034,0.0326,0.1213,0.021,0.0062
2020-11-08,0.5201,0.1688,0.096,0.034,0.0322,0.1224,0.0224,0.0041
2020-11-09,0.5201,0.1688,0.0961,0.0345,0.0313,0.1248,0.0197,0.0047
2020-11-10,0.52,0.1688,0.096,0.0346,0.0311,0.1264,0.0181,0.005
2020-11-11,0.52,0.169,0.0958,0.0349,0.0308,0.1258,0.017,0.0067
2020-11-12,0.52,0.1691,0.0957,0.0349,0.0308,0.1257,0.0183,0.0055
2020-11-13,0.52,0.1691,0.0957,0.0362,0.0295,0.128,0.0163,0.0052
2020-11-14,0.52,0.1689,0.0957,0.0366,0.0292,0.1285,0.0157,0.0054
2020-11-15,0.5199,0.169,0.0956,0.0378,0.0281,0.1294,0.0138,0.0064
2020-11-16,0.5198,0.169,0.0957,0.0405,0.0254,0.1307,0.0129,0.006
2020-11-17,0.5197,0.1691,0.0956,0.0408,0.0252,0.1312,0.0128,0.0056
2020-11-18,0.5196,0.1696,0.095,0.0414,0.0247,0.1313,0.0139,0.0045
2020-11-19,0.5196,0.1696,0.0949,0.042,0.024,0.132,0.0133,0.0046
2020-11-20,0.5195,0.1697,0.095,0.0425,0.0234,0.1319,0.0131,0.0049
2020-11-21,0.5195,0.1694,0.095,0.0447,0.0211,0.1323,0.0126,0.0054
2020-11-22,0.5195,0.1696,0.095,0.0452,0.0206,0.1327,0.0129,0.0045
2020-11-23,0.5195,0.1696,0.095,0.0465,0.0197,0.1332,0.0128,0.0037
2020-11-24,0.5194,0.1704,0.0943,0.0471,0.0189,0.1333,0.0126,0.004
2020-11-25,0.5194,0.1706,0.094,0.0499,0.0163,0.1321,0.0131,0.0046
2020-11-26,0.5192,0.1708,0.0939,0.0521,0.0153,0.1305,0.0135,0.0047
2020-11-27,0.5192,0.1711,0.0936,0.0525,0.0148,0.1308,0.0138,0.0042
2020-11-28,0.5191,0.1712,0.0936,0.053,0.0143,0.1309,0.0143,0.0036
2020-11-29,0.5191,0.1712,0.0936,0.053,0.0146,0.1334,0.0115,0.0036
2020-11-30,0.5191,0.1712,0.0936,0.0531,0.0146,0.1333,0.0115,0.0036
2020-12-01,0.5191,0.171,0.0936,0.0535,0.0143,0.133,0.012,0.0035
2020-12-02,0.5191,0.1712,0.0934,0.0547,0.0131,0.1332,0.0132,0.0021
2020-12-03,0.5191,0.172,0.0927,0.0548,0.0129,0.1333,0.0132,0.002
2020-12-04,0.5191,0.1722,0.0926,0.0547,0.0132,0.1336,0.0128,0.0018
2020-12-05,0.5191,0.173,0.0918,0.0547,0.0133,0.1331,0.0126,0.0024
2020-12-06,0.5191,0.1731,0.0917,0.0548,0.0132,0.1331,0.012,0.003
2020-12-07,0.519,0.173,0.0924,0.0541,0.0148,0.132,0.0117,0.003
2020-12-08,0.519,0.1731,0.0927,0.0537,0.0152,0.132,0.0117,0.0026
2020-12-09,0.519,0.1732,0.093,0.0534,0.0153,0.1336,0.0098,0.0027
2020-12-10,0.519,0.1732,0.093,0.0534,0.0158,0.1332,0.0097,0.0027
2020-12-11,0.519,0.176,0.0902,0.0536,0.0165,0.1326,0.0093,0.0028
2020-12-12,0.519,0.1755,0.0902,0.0536,0.0201,0.1292,0.0097,0.0027
2020-12-13,0.5189,0.1755,0.0902,0.0539,0.022,0.1276,0.0095,0.0024
2020-12-14,0.5189,0.1765,0.0893,0.0538,0.024,0.1244,0.0088,0.0043
2020-12-15,0.5188,0.1768,0.0892,0.0536,0.0289,0.119,0.0084,0.0053
2020-12-16,0.5188,0.1769,0.0898,0.0529,0.0349,0.1135,0.0078,0.0054
2020-12-17,0.5188,0.177,0.0902,0.053,0.0381,0.1096,0.0072,0.0061
2020-12-18,0.5188,0.1775,0.0896,0.0531,0.0382,0.11,0.0072,0.0056
2020-12-19,0.5188,0.1774,0.0897,0.0529,0.0391,0.1095,0.005,0.0076
2020-12-20,0.5188,0.1786,0.0886,0.0529,0.0397,0.1088,0.0054,0.0072
2020-12-21,0.5187,0.1787,0.0887,0.0527,0.0411,0.1075,0.0074,0.0052
2020-12-22,0.5187,0.1791,0.0886,0.0525,0.0412,0.1069,0.008,0.005
2020-12-23,0.5183,0.179,0.0886,0.0523,0.042,0.1029,0.0072,0.0097
2020-12-24,0.5181,0.1788,0.0887,0.0521,0.0426,0.1016,0.0073,0.0108
2020-12-25,0.5179,0.1787,0.0885,0.0521,0.0492,0.0944,0.0069,0.0123
2020-12-26,0.5178,0.1785,0.0886,0.0522,0.0515,0.0911,0.0075,0.0128
2020-12-27,0.5175,0.1782,0.0893,0.0512,0.0573,0.084,0.0074,0.0151
2020-12-28,0.5173,0.1782,0.0895,0.0514,0.0621,0.0771,0.0069,0.0175
2020-12-29,0.5172,0.178,0.0896,0.0513,0.0766,0.0628,0.0075,0.017
2020-12-30,0.5169,0.1777,0.0906,0.0501,0.0793,0.0572,0.0128,0.0154
2020-12-31,0.5163,0.1776,0.0911,0.0495,0.0825,0.054,0.0141,0.0149
2021-01-01,0.5151,0.1778,0.0913,0.0481,0.0855,0.0509,0.0151,0.0162
2021-01-02,0.515,0.1779,0.0919,0.0476,0.0865,0.0501,0.0155,0.0155
2021-01-03,0.515,0.1778,0.0922,0.0472,0.087,0.0483,0.0168,0.0157
2021-01-04,0.515,0.1778,0.0922,0.0472,0.0966,0.0384,0.0189,0.0139
2021-01-05,0.5147,0.1775,0.0921,0.0469,0.0994,0.0355,0.019,0.0149
2021-01-06,0.5145,0.1771,0.0927,0.0463,0.0994,0.0338,0.0228,0.0134
2021-01-07,0.5142,0.1768,0.093,0.0459,0.1003,0.0322,0.0245,0.0131
2021-01-08,0.5139,0.1764,0.0927,0.0454,0.1023,0.0292,0.0264,0.0137
2021-01-09,0.5137,0.1762,0.0935,0.0443,0.1036,0.0277,0.0263,0.0147
2021-01-10,0.5137,0.1761,0.0936,0.0442,0.1041,0.0268,0.0291,0.0124
2021-01-11,0.5137,0.176,0.0934,0.0442,0.1051,0.0261,0.0276,0.0139
2021-01-12,0.5135,0.1759,0.0935,0.0441,0.1059,0.0254,0.028,0.0137
2021-01-13,0.5129,0.1759,0.0937,0.0438,0.1066,0.0245,0.0299,0.0127
2021-01-14,0.511,0.1759,0.0939,0.0433,0.1062,0.0248,0.0295,0.0154
2021-01-15,0.5076,0.1759,0.0948,0.0424,0.1077,0.023,0.0316,0.017
2021-01-16,0.5073,0.1757,0.0951,0.0422,0.1082,0.023,0.0324,0.0161
2021-01-17,0.5071,0.1758,0.095,0.0422,0.1087,0.022,0.0335,0.0157
2021-01-18,0.5066,0.1758,0.0946,0.0418,0.1099,0.0204,0.0361,0.0148
2021-01-19,0.5063,0.1758,0.0948,0.0416,0.11,0.0211,0.0359,0.0145
2021-01-20,0.5063,0.176,0.0946,0.0415,0.1107,0.0243,0.0333,0.0133
2021-01-21,0.5062,0.176,0.0948,0.0415,0.1105,0.0255,0.0349,0.0106
2021-01-22,0.506,0.176,0.0944,0.0415,0.1102,0.0257,0.037,0.0092
2021-01-23,0.5058,0.176,0.0942,0.0416,0.1105,0.026,0.0368,0.0091
2021-01-24,0.5058,0.1761,0.0956,0.0397,0.1103,0.0266,0.0355,0.0104
2021-01-25,0.5054,0.176,0.0954,0.0397,0.1101,0.027,0.0345,0.0119
2021-01-26,0.5051,0.176,0.0954,0.0396,0.1085,0.0273,0.0347,0.0134
2021-01-27,0.5048,0.1757,0.0954,0.0395,0.1081,0.0302,0.0312,0.0151
2021-01-28,0.5035,0.1747,0.0954,0.0397,0.1055,0.0312,0.0293,0.0207
2021-01-29,0.5027,0.1736,0.0955,0.0398,0.1041,0.0325,0.0289,0.0229
2021-01-30,0.5023,0.1739,0.0952,0.0402,0.1034,0.0327,0.0289,0.0234
2021-01-31,0.4542,0.1738,0.0951,0.0401,0.1049,0.0325,0.0283,0.0711
2021-02-01,0.4306,0.1738,0.0948,0.0402,0.1044,0.0329,0.0308,0.0925
2021-02-02,0.429,0.1734,0.095,0.0398,0.102,0.0328,0.0326,0.0954
2021-02-03,0.4289,0.1728,0.0951,0.0399,0.1009,0.0347,0.0322,0.0955
2021-02-04,0.4282,0.172,0.0951,0.0398,0.1003,0.0355,0.0366,0.0925
2021-02-05,0.407,0.1714,0.0948,0.04,0.1,0.0367,0.0392,0.1109
2021-02-06,0.3926,0.1712,0.0949,0.04,0.0991,0.0375,0.0391,0.1256
2021-02-07,0.3897,0.1712,0.0953,0.0396,0.098,0.0375,0.0762,0.0925
2021-02-08,0.3896,0.1711,0.0957,0.0393,0.0976,0.0389,0.0945,0.0733
2021-02-09,0.3881,0.1701,0.0958,0.0392,0.0971,0.0392,0.097,0.0735
2021-02-10,0.386,0.1692,0.0957,0.0388,0.0962,0.04,0.0973,0.0768
2021-02-11,0.3859,0.1683,0.0958,0.0385,0.0963,0.0417,0.0966,0.0769
2021-02-12,0.385,0.1683,0.0955,0.0382,0.0964,0.0435,0.1142,0.0589
2021-02-13,0.3844,0.168,0.0954,0.0383,0.0964,0.044,0.1305,0.043
2021-02-14,0.3828,0.1662,0.0954,0.0382,0.0955,0.0435,0.1434,0.035
2021-02-15,0.3797,0.1625,0.0955,0.037,0.0872,0.0426,0.1397,0.0558
2021-02-16,0.3769,0.1606,0.0954,0.033,0.0843,0.0423,0.1422,0.0653
2021-02-17,0.3715,0.16,0.0952,0.0329,0.0829,0.042,0.1448,0.0707
2021-02-18,0.37,0.1619,0.0918,0.0321,0.0767,0.0409,0.1424,0.0842
2021-02-19,0.3616,0.1607,0.0912,0.0318,0.074,0.0402,0.1425,0.098
2021-02-20,0.3585,0.1598,0.0903,0.0317,0.0734,0.0398,0.1384,0.1081
2021-02-21,0.3573,0.1597,0.0892,0.0316,0.0726,0.0412,0.1475,0.1009
2021-02-22,0.3528,0.1562,0.0882,0.0301,0.0689,0.0422,0.1538,0.1078
2021-02-23,0.3474,0.1554,0.0872,0.0298,0.0673,0.0422,0.1637,0.107
2021-02-24,0.3459,0.1548,0.087,0.0294,0.0657,0.0434,0.1713,0.1025
2021-02-25,0.3436,0.1543,0.0868,0.0299,0.065,0.0458,0.1775,0.0971
2021-02-26,0.3424,0.1542,0.0865,0.0296,0.0622,0.0483,0.1873,0.0895
2021-02-27,0.3419,0.1539,0.0864,0.0296,0.0617,0.0487,0.1971,0.0807
2021-02-28,0.3413,0.1538,0.0863,0.0299,0.0612,0.0753,0.1757,0.0765
2021-03-01,0.3396,0.1533,0.0862,0.0295,0.061,0.0903,0.1847,0.0554
2021-03-02,0.3384,0.153,0.086,0.0296,0.0612,0.0903,0.1975,0.044
2021-03-03,0.3349,0.1524,0.0866,0.029,0.0612,0.0912,0.202,0.0427
2021-03-04,0.3341,0.1517,0.0865,0.0287,0.0608,0.0927,0.2055,0.04
2021-03-05,0.3323,0.1517,0.0865,0.0289,0.0603,0.1053,0.1909,0.0441
2021-03-06,0.3314,0.1514,0.0865,0.0289,0.059,0.113,0.1755,0.0543
2021-03-07,0.3309,0.1479,0.0854,0.0289,0.0584,0.1312,0.1597,0.0576
2021-03-08,0.3301,0.1479,0.0853,0.0299,0.0568,0.1316,0.1624,0.056
2021-03-09,0.3293,0.1477,0.0853,0.0301,0.0563,0.1335,0.1629,0.0549
2021-03-10,0.3286,0.1474,0.0853,0.0303,0.056,0.1353,0.1645,0.0526
2021-03-11,0.3282,0.1472,0.0852,0.0305,0.0554,0.1361,0.1671,0.0503
2021-03-12,0.3271,0.147,0.0844,0.0309,0.0545,0.1357,0.1668,0.0536
2021-03-13,0.3256,0.1466,0.0842,0.0324,0.0521,0.1334,0.1655,0.0602
2021-03-14,0.3249,0.1463,0.0839,0.0338,0.0507,0.1406,0.1671,0.0527
2021-03-15,0.3245,0.1352,0.0836,0.0339,0.0509,0.1478,0.1656,0.0585
2021-03-16,0.3232,0.1344,0.0836,0.0355,0.0492,0.157,0.156,0.0611
2021-03-17,0.3229,0.134,0.0835,0.038,0.0467,0.1628,0.1484,0.0637
2021-03-18,0.3218,0.1333,0.0826,0.0407,0.0444,0.1685,0.1415,0.0672
2021-03-19,0.3212,0.1324,0.0823,0.0407,0.0442,0.1767,0.1382,0.0643
2021-03-20,0.3115,0.1312,0.082,0.0414,0.0433,0.1855,0.1393,0.0658
2021-03-21,0.3092,0.1307,0.0819,0.042,0.0425,0.1897,0.1378,0.0662
2021-03-22,0.3078,0.1299,0.0814,0.043,0.0414,0.2092,0.1325,0.0548
2021-03-23,0.3068,0.1298,0.0811,0.0434,0.0413,0.2198,0.1274,0.0504
2021-03-24,0.3061,0.1275,0.0808,0.0441,0.0424,0.2229,0.1266,0.0496
2021-03-25,0.3055,0.1274,0.0809,0.044,0.0427,0.2259,0.1265,0.0471
2021-03-26,0.3043,0.1272,0.0808,0.0467,0.0401,0.2306,0.1264,0.0439
2021-03-27,0.3043,0.1273,0.0805,0.0477,0.0393,0.2332,0.1372,0.0305
2021-03-28,0.3041,0.1259,0.0802,0.0494,0.0381,0.2356,0.1373,0.0294
2021-03-29,0.3041,0.1243,0.0799,0.0506,0.0368,0.2368,0.1404,0.0271
2021-03-30,0.304,0.1236,0.0797,0.0543,0.0334,0.2396,0.1387,0.0267
2021-03-31,0.3037,0.1195,0.0796,0.057,0.0327,0.2398,0.1371,0.0306
2021-04-01,0.3035,0.119,0.0796,0.058,0.0323,0.2418,0.1365,0.0293
2021-04-02,0.3029,0.1183,0.0795,0.059,0.0326,0.2443,0.1353,0.0281
2021-04-03,0.3019,0.1181,0.0795,0.0594,0.0322,0.2469,0.1332,0.0288
2021-04-04,0.3014,0.1178,0.0794,0.0597,0.0337,0.2542,0.1265,0.0273
2021-04-05,0.2985,0.1173,0.0793,0.0609,0.0324,0.2617,0.1202,0.0297
2021-04-06,0.2962,0.1169,0.0791,0.0623,0.0308,0.2633,0.119,0.0324
2021-04-07,0.2954,0.1168,0.079,0.0621,0.0319,0.2638,0.1215,0.0295
2021-04-08,0.2949,0.1165,0.079,0.0626,0.0318,0.2648,0.1211,0.0293
2021-04-09,0.2933,0.1148,0.0787,0.063,0.0309,0.2668,0.1115,0.041
2021-04-10,0.2924,0.1144,0.0788,0.0636,0.0303,0.2728,0.1022,0.0455
2021-04-11,0.2909,0.1142,0.0785,0.0635,0.0305,0.276,0.0981,0.0483
2021-04-12,0.2896,0.1139,0.0784,0.0635,0.0303,0.2902,0.0871,0.047
2021-04-13,0.2866,0.1139,0.0783,0.0639,0.0293,0.2921,0.0863,0.0496
2021-04-14,0.2854,0.1136,0.0782,0.0636,0.0292,0.2946,0.0825,0.0529
2021-04-15,0.2847,0.1134,0.078,0.0638,0.0301,0.2967,0.0789,0.0544
2021-04-16,0.2844,0.1131,0.0778,0.0642,0.0315,0.2974,0.0837,0.0479
2021-04-17,0.284,0.1121,0.0774,0.0643,0.0313,0.3093,0.0762,0.0454
2021-04-18,0.2835,0.1124,0.0771,0.0644,0.0311,0.3104,0.0766,0.0445
2021-04-19,0.2827,0.1123,0.0771,0.0648,0.0314,0.3127,0.0775,0.0415
2021-04-20,0.2821,0.1124,0.077,0.0647,0.0313,0.3095,0.0825,0.0405
2021-04-21,0.2813,0.111,0.0768,0.0644,0.0312,0.3104,0.0855,0.0394
2021-04-22,0.2785,0.1108,0.0766,0.0646,0.0312,0.3122,0.0861,0.04
2021-04-23,0.2784,0.1106,0.0767,0.0641,0.032,0.3131,0.0876,0.0375
2021-04-24,0.2773,0.1101,0.0769,0.0641,0.0321,0.3042,0.0898,0.0455
2021-04-25,0.2768,0.1098,0.0769,0.0641,0.0324,0.3046,0.0907,0.0447
2021-04-26,0.2673,0.1048,0.0486,0.0633,0.0335,0.3057,0.0896,0.0872
2021-04-27,0.2669,0.1078,0.0462,0.0625,0.0341,0.3059,0.0922,0.0844
2021-04-28,0.2664,0.1077,0.0464,0.0621,0.0355,0.3072,0.0951,0.0796
2021-04-29,0.2661,0.1075,0.0465,0.0621,0.0376,0.3043,0.0961,0.0798
2021-04-30,0.2658,0.1073,0.0467,0.0619,0.0392,0.3038,0.0962,0.0791
2021-05-01,0.2656,0.1072,0.0467,0.0619,0.0393,0.3039,0.1053,0.0701
2021-05-02,0.2649,0.1073,0.0467,0.0627,0.0559,0.2862,0.1067,0.0696
2021-05-03,0.2516,0.107,0.0471,0.0585,0.0644,0.2822,0.144,0.0452
2021-05-04,0.249,0.1059,0.0466,0.0533,0.0615,0.2748,0.1331,0.0758
2021-05-05,0.2432,0.1057,0.0465,0.0498,0.0609,0.2729,0.1319,0.0891
2021-05-06,0.2247,0.1057,0.0463,0.0489,0.0618,0.2716,0.1341,0.1069
2021-05-07,0.2237,0.1057,0.0465,0.0483,0.0653,0.2739,0.1284,0.1082
2021-05-08,0.2174,0.1058,0.0466,0.0481,0.081,0.2597,0.1255,0.1159
2021-05-09,0.213,0.1057,0.0468,0.0479,0.0832,0.2567,0.1256,0.1211
2021-05-10,0.212,0.1052,0.0472,0.0477,0.0831,0.2605,0.1394,0.1049
2021-05-11,0.2114,0.1052,0.0471,0.0475,0.0847,0.2611,0.16,0.083
2021-05-12,0.2113,0.1051,0.0473,0.0476,0.0854,0.2646,0.1746,0.0641
2021-05-13,0.2084,0.1052,0.0472,0.0478,0.0857,0.2665,0.194,0.0452
2021-05-14,0.2071,0.1052,0.0479,0.0467,0.0864,0.2682,0.1936,0.0449
2021-05-15,0.2065,0.1051,0.0481,0.0464,0.0866,0.2667,0.2003,0.0403
2021-05-16,0.2059,0.1046,0.0486,0.0461,0.0929,0.2617,0.2047,0.0355
2021-05-17,0.2058,0.1047,0.0492,0.0453,0.0994,0.2566,0.2071,0.0319
2021-05-18,0.2056,0.1047,0.0495,0.045,0.1078,0.2533,0.2058,0.0283
2021-05-19,0.2051,0.1047,0.05,0.0447,0.1132,0.2545,0.2029,0.0249
2021-05-20,0.2046,0.105,0.0501,0.0443,0.1174,0.254,0.2035,0.0211
2021-05-21,0.2046,0.1058,0.0497,0.0442,0.1224,0.2507,0.2052,0.0174
2021-05-22,0.2044,0.106,0.0508,0.043,0.1293,0.2529,0.201,0.0126
2021-05-23,0.2042,0.1058,0.0502,0.0424,0.1335,0.2513,0.2004,0.0122
2021-05-24,0.2042,0.1056,0.0505,0.0419,0.1489,0.2784,0.1566,0.0139
2021-05-25,0.2042,0.1055,0.0509,0.0415,0.155,0.2731,0.1546,0.0152
2021-05-26,0.2037,0.1054,0.0529,0.0395,0.1592,0.2711,0.1518,0.0164
2021-05-27,0.2037,0.1053,0.0534,0.0389,0.1629,0.272,0.1477,0.0161
2021-05-28,0.2036,0.1057,0.0531,0.0389,0.1649,0.2722,0.1456,0.016
2021-05-29,0.2032,0.1057,0.0535,0.0385,0.167,0.2716,0.1438,0.0167
2021-05-30,0.2031,0.1155,0.0437,0.0385,0.1689,0.2713,0.1439,0.0151
2021-05-31,0.2031,0.1155,0.0437,0.0384,0.1707,0.2842,0.1311,0.0133
2021-06-01,0.2028,0.1155,0.044,0.0384,0.1732,0.3045,0.1102,0.0114
2021-06-02,0.2022,0.1159,0.044,0.038,0.1764,0.3192,0.0935,0.0108
2021-06-03,0.202,0.1234,0.0364,0.0378,0.1792,0.339,0.0707,0.0115
2021-06-04,0.2018,0.1234,0.0364,0.0372,0.1823,0.34,0.0672,0.0117
2021-06-05,0.2018,0.1234,0.0364,0.0372,0.1834,0.3489,0.0591,0.0098
2021-06-06,0.2017,0.1234,0.0365,0.0372,0.1908,0.3484,0.0527,0.0093
2021-06-07,0.2014,0.1234,0.0365,0.0372,0.1973,0.3453,0.0495,0.0094
2021-06-08,0.2013,0.1234,0.0365,0.0372,0.1997,0.3463,0.0465,0.0091
2021-06-09,0.201,0.1234,0.0365,0.037,0.201,0.3477,0.0438,0.0096
2021-06-10,0.2,0.1234,0.0365,0.0368,0.2029,0.3496,0.0421,0.0087
2021-06-11,0.1997,0.1234,0.0365,0.0367,0.2089,0.3458,0.0386,0.0104
2021-06-12,0.1991,0.1235,0.0363,0.0369,0.2149,0.3436,0.0328,0.0129
2021-06-13,0.199,0.1235,0.0363,0.0371,0.2179,0.3399,0.0304,0.0159
2021-06-14,0.199,0.1233,0.0363,0.0371,0.2329,0.3254,0.0303,0.0157
2021-06-15,0.199,0.1234,0.0362,0.0375,0.2362,0.3221,0.03,0.0156
2021-06-16,0.1989,0.1233,0.0361,0.0375,0.2396,0.3188,0.0304,0.0154
2021-06-17,0.1988,0.1233,0.0363,0.0379,0.2427,0.3149,0.0305,0.0156
2021-06-18,0.1985,0.1236,0.0359,0.0379,0.2472,0.3107,0.0318,0.0144
2021-06-19,0.1985,0.1235,0.0358,0.0379,0.2593,0.2996,0.0324,0.013
2021-06-20,0.1978,0.1235,0.0358,0.0379,0.2615,0.2992,0.0332,0.0111
2021-06-21,0.1975,0.1235,0.0358,0.0378,0.2658,0.2972,0.031,0.0114
2021-06-22,0.197,0.1234,0.0358,0.0376,0.2668,0.2977,0.0297,0.012
2021-06-23,0.1965,0.1234,0.0358,0.0376,0.2699,0.2947,0.0292,0.0129
2021-06-24,0.1963,0.1234,0.0358,0.0378,0.2714,0.2933,0.029,0.013
2021-06-25,0.1962,0.1234,0.0358,0.038,0.2734,0.2912,0.0299,0.0121
2021-06-26,0.1958,0.1235,0.0358,0.0382,0.2735,0.2898,0.0285,0.0149
2021-06-27,0.1953,0.1234,0.0358,0.0387,0.2744,0.2877,0.0292,0.0155
2021-06-28,0.1952,0.1234,0.0363,0.0386,0.2755,0.2861,0.0295,0.0154
2021-06-29,0.1945,0.1234,0.0363,0.0387,0.2767,0.2843,0.0281,0.018
2021-06-30,0.1942,0.1233,0.0364,0.0394,0.2782,0.2788,0.0284,0.0213
2021-07-01,0.194,0.1233,0.0366,0.0397,0.2783,0.278,0.0285,0.0216
2021-07-02,0.1939,0.1233,0.0367,0.0406,0.2779,0.2768,0.0286,0.0222
2021-07-03,0.1938,0.1234,0.0367,0.0405,0.2784,0.2756,0.0315,0.0201
2021-07-04,0.1937,0.1235,0.0365,0.0413,0.2779,0.2743,0.0329,0.0199
2021-07-05,0.1935,0.1233,0.0365,0.041,0.2829,0.2688,0.0327,0.0213
2021-07-06,0.1932,0.1232,0.0362,0.041,0.2858,0.2644,0.0352,0.021
2021-07-07,0.1929,0.1232,0.0359,0.0415,0.2853,0.2628,0.0384,0.02
2021-07-08,0.1924,0.1233,0.0357,0.0418,0.2859,0.2623,0.0385,0.0201
2021-07-09,0.1893,0.1233,0.0357,0.0424,0.2902,0.2581,0.0367,0.0243
2021-07-10,0.1892,0.1234,0.0353,0.0429,0.2935,0.2534,0.0354,0.0269
2021-07-11,0.1889,0.1235,0.0353,0.0431,0.2941,0.2539,0.034,0.0272
2021-07-12,0.1885,0.1235,0.0354,0.0435,0.2962,0.2496,0.036,0.0273
2021-07-13,0.1884,0.1235,0.0355,0.0433,0.299,0.2455,0.0375,0.0273
2021-07-14,0.1877,0.1221,0.0343,0.0433,0.3019,0.2405,0.0391,0.0311
2021-07-15,0.1877,0.1221,0.0344,0.0445,0.3021,0.2386,0.0394,0.0312
2021-07-16,0.1875,0.1221,0.0345,0.0467,0.3006,0.237,0.0431,0.0285
2021-07-17,0.1871,0.1221,0.0343,0.0466,0.3015,0.2338,0.0458,0.0288
2021-07-18,0.187,0.1218,0.0342,0.0469,0.3008,0.2315,0.0466,0.0312
2021-07-19,0.1867,0.1219,0.0341,0.0481,0.3004,0.23,0.0487,0.0301
2021-07-20,0.1866,0.1218,0.0342,0.0481,0.304,0.2245,0.0504,0.0304
2021-07-21,0.1865,0.1218,0.0342,0.0485,0.3088,0.2197,0.0549,0.0256
2021-07-22,0.1864,0.1218,0.0342,0.0487,0.3112,0.2172,0.0553,0.0252
2021-07-23,0.1856,0.1207,0.0342,0.0493,0.3118,0.2156,0.0573,0.0255
2021-07-24,0.1855,0.1207,0.0341,0.0496,0.3196,0.209,0.0584,0.0231
2021-07-25,0.1853,0.1206,0.0341,0.0498,0.3216,0.2064,0.0621,0.0201
2021-07-26,0.1851,0.1207,0.0341,0.0504,0.3622,0.1629,0.0625,0.0221
2021-07-27,0.1846,0.1207,0.0339,0.0503,0.3616,0.1622,0.0616,0.0251
2021-07-28,0.1846,0.1207,0.0341,0.0515,0.3613,0.1624,0.0596,0.0258
2021-07-29,0.1844,0.1206,0.034,0.053,0.3629,0.1594,0.0603,0.0254
2021-07-30,0.1842,0.1205,0.0341,0.0543,0.3606,0.1556,0.0619,0.0288
2021-07-31,0.1827,0.119,0.0332,0.0539,0.3522,0.1418,0.0578,0.0594
2021-08-01,0.1785,0.1149,0.0325,0.0664,0.3294,0.135,0.0543,0.089
2021-08-02,0.1717,0.1139,0.032,0.0715,0.3243,0.1246,0.0523,0.1097
2021-08-03,0.1712,0.1137,0.0318,0.0725,0.3345,0.1135,0.0547,0.1081
2021-08-04,0.1709,0.1137,0.0318,0.0723,0.3409,0.1039,0.0542,0.1123
2021-08-05,0.1705,0.1136,0.0315,0.0727,0.3583,0.0802,0.0548,0.1184
2021-08-06,0.1697,0.113,0.0311,0.0748,0.3497,0.0804,0.0545,0.1268
2021-08-07,0.1681,0.1129,0.0307,0.0895,0.3354,0.0729,0.078,0.1125
2021-08-08,0.1677,0.1095,0.0292,0.0895,0.3374,0.0671,0.0886,0.111
2021-08-09,0.1673,0.1057,0.0286,0.089,0.3379,0.0665,0.1062,0.0988
2021-08-10,0.1671,0.1054,0.0286,0.0902,0.3374,0.0666,0.1108,0.0939
2021-08-11,0.1667,0.1054,0.0285,0.0909,0.3355,0.0705,0.1107,0.0918
2021-08-12,0.1665,0.1054,0.0285,0.0913,0.3355,0.07,0.1173,0.0855
2021-08-13,0.1665,0.1053,0.0284,0.0921,0.3349,0.0709,0.13,0.0719
