,Never Moved,2+ Years,1-2 Years,6 Months - 1 Year,3 Months - 6 Months,1 Month - 3 Months,1 Week - 1 Month,< 1 Week
2019-12-21,0.6269,0.0871,0.1333,0.0814,0.0516,0.0111,0.0059,0.0027
2019-12-22,0.6269,0.0873,0.135,0.0798,0.0508,0.0139,0.0031,0.0032
2019-12-23,0.6267,0.0874,0.135,0.0798,0.0504,0.0139,0.0031,0.0037
2019-12-24,0.6267,0.0874,0.1356,0.0792,0.0502,0.0142,0.0029,0.0038
2019-12-25,0.6267,0.0876,0.1354,0.0791,0.0505,0.0139,0.0043,0.0025
2019-12-26,0.6267,0.0878,0.1352,0.0791,0.0507,0.0138,0.0048,0.0019
2019-12-27,0.6267,0.0886,0.1347,0.0788,0.0505,0.0138,0.0048,0.0021
2019-12-28,0.6266,0.0892,0.1342,0.0792,0.0504,0.0134,0.0049,0.0021
2019-12-29,0.6265,0.0893,0.134,0.0786,0.0537,0.01,0.0054,0.0025
2019-12-30,0.6265,0.0892,0.134,0.0783,0.0538,0.0099,0.0059,0.0024
2019-12-31,0.6264,0.0899,0.1327,0.078,0.053,0.0101,0.006,0.0039
2020-01-01,0.6264,0.0905,0.1321,0.0778,0.0522,0.01,0.006,0.005
2020-01-02,0.6258,0.0907,0.1317,0.0767,0.0517,0.0098,0.0057,0.0079
2020-01-03,0.6252,0.0906,0.1319,0.0762,0.0517,0.0098,0.0056,0.009
2020-01-04,0.6246,0.0901,0.1321,0.0757,0.0514,0.0096,0.0058,0.0107
2020-01-05,0.6219,0.0891,0.1318,0.0751,0.0496,0.0096,0.0069,0.016
2020-01-06,0.6214,0.0899,0.131,0.0749,0.0492,0.0104,0.0065,0.0167
2020-01-07,0.6212,0.0899,0.1314,0.0739,0.049,0.0109,0.0071,0.0166
2020-01-08,0.62,0.0899,0.1307,0.0725,0.048,0.0111,0.0077,0.0201
2020-01-09,0.6193,0.0903,0.1303,0.0724,0.0478,0.011,0.0106,0.0183
2020-01-10,0.6192,0.0909,0.1297,0.0724,0.0475,0.011,0.0117,0.0176
2020-01-11,0.6188,0.0911,0.1291,0.0721,0.0472,0.0109,0.0135,0.0173
2020-01-12,0.6188,0.092,0.1282,0.0724,0.0472,0.0104,0.0197,0.0113
2020-01-13,0.6188,0.0943,0.126,0.0718,0.0474,0.0102,0.0209,0.0106
2020-01-14,0.6186,0.095,0.125,0.0718,0.0474,0.0103,0.0215,0.0104
2020-01-15,0.6185,0.0962,0.1237,0.073,0.046,0.0113,0.0252,0.0061
2020-01-16,0.6181,0.0964,0.1235,0.073,0.0458,0.0119,0.0259,0.0054
2020-01-17,0.617,0.0967,0.1232,0.0723,0.0465,0.0108,0.0244,0.0091
2020-01-18,0.6165,0.0971,0.1226,0.0724,0.0463,0.0109,0.0256,0.0086
2020-01-19,0.6152,0.0995,0.1203,0.0723,0.0462,0.0111,0.0256,0.0098
2020-01-20,0.6151,0.0995,0.1205,0.072,0.0461,0.0113,0.0256,0.0099
2020-01-21,0.615,0.0999,0.1201,0.0723,0.0456,0.0117,0.026,0.0094
2020-01-22,0.6149,0.1005,0.1196,0.0719,0.0456,0.0119,0.0264,0.0092
2020-01-23,0.6148,0.1006,0.1197,0.0721,0.0451,0.0119,0.027,0.0088
2020-01-24,0.6148,0.1007,0.1206,0.0707,0.0451,0.0119,0.0311,0.0051
2020-01-25,0.6148,0.1013,0.12,0.0707,0.0452,0.012,0.0321,0.0039
2020-01-26,0.6135,0.0994,0.1204,0.0703,0.0453,0.013,0.0327,0.0054
2020-01-27,0.6133,0.0993,0.1205,0.0702,0.0452,0.0134,0.0329,0.0052
2020-01-28,0.6133,0.1,0.1198,0.0706,0.0448,0.0138,0.0327,0.005
2020-01-29,0.6133,0.1,0.1198,0.0706,0.0448,0.0151,0.0318,0.0046
2020-01-30,0.6133,0.0999,0.1199,0.0706,0.0447,0.0175,0.0296,0.0045
2020-01-31,0.6133,0.0999,0.1198,0.0706,0.0447,0.0185,0.0287,0.0045
2020-02-01,0.6133,0.1001,0.1199,0.0704,0.0448,0.0202,0.0268,0.0045
2020-02-02,0.6133,0.1002,0.12,0.0703,0.0453,0.0252,0.0242,0.0015
2020-02-03,0.6132,0.1004,0.12,0.07,0.0454,0.0261,0.0235,0.0014
2020-02-04,0.6132,0.1004,0.1198,0.0699,0.0454,0.0267,0.0229,0.0017
2020-02-05,0.6132,0.1004,0.1199,0.0699,0.0452,0.0306,0.019,0.0018
2020-02-06,0.6132,0.1005,0.1198,0.07,0.0451,0.0315,0.0183,0.0016
2020-02-07,0.6132,0.1006,0.1197,0.07,0.0453,0.0316,0.018,0.0016
2020-02-08,0.6131,0.1007,0.1195,0.0708,0.0443,0.0331,0.0161,0.0024
2020-02-09,0.6131,0.1008,0.1193,0.0713,0.0437,0.0333,0.0157,0.0028
2020-02-10,0.613,0.101,0.119,0.0712,0.0438,0.0335,0.0152,0.0033
2020-02-11,0.6129,0.101,0.1188,0.0718,0.0433,0.0341,0.0148,0.0033
2020-02-12,0.6128,0.101,0.1188,0.0721,0.043,0.0345,0.0144,0.0034
2020-02-13,0.6128,0.101,0.1188,0.0722,0.0432,0.0347,0.0138,0.0035
2020-02-14,0.6128,0.101,0.1189,0.0719,0.0432,0.0386,0.0102,0.0034
2020-02-15,0.6128,0.1011,0.1188,0.0719,0.0432,0.0398,0.0098,0.0026
2020-02-16,0.6128,0.1012,0.1189,0.0718,0.0431,0.0413,0.0088,0.0021
2020-02-17,0.6123,0.1011,0.1185,0.0716,0.0433,0.0415,0.0089,0.0028
2020-02-18,0.6123,0.1011,0.1185,0.0715,0.0433,0.0417,0.0092,0.0024
2020-02-19,0.6123,0.1012,0.1185,0.0713,0.0433,0.0421,0.0091,0.0022
2020-02-20,0.6123,0.1014,0.1212,0.0684,0.0433,0.0423,0.009,0.0021
2020-02-21,0.6123,0.1015,0.1212,0.0686,0.0432,0.0421,0.0089,0.0022
2020-02-22,0.6123,0.1019,0.1215,0.0679,0.0432,0.0421,0.0089,0.0022
2020-02-23,0.6123,0.1026,0.1216,0.0672,0.0458,0.0426,0.0058,0.0021
2020-02-24,0.6123,0.1026,0.1218,0.0669,0.0459,0.0428,0.0069,0.0008
2020-02-25,0.6123,0.1027,0.1217,0.0669,0.0462,0.0425,0.007,0.0007
2020-02-26,0.6123,0.1026,0.1217,0.067,0.0459,0.0426,0.0069,0.001
2020-02-27,0.6123,0.1028,0.1215,0.067,0.0458,0.0426,0.0069,0.0011
2020-02-28,0.6123,0.1031,0.1213,0.0669,0.0458,0.0429,0.0069,0.0008
2020-02-29,0.6122,0.1034,0.121,0.0669,0.0459,0.0425,0.0069,0.0012
2020-03-01,0.6121,0.1038,0.1208,0.0668,0.0458,0.0427,0.0067,0.0013
2020-03-02,0.6121,0.104,0.1206,0.0669,0.0457,0.043,0.0065,0.0012
2020-03-03,0.6121,0.104,0.1206,0.0685,0.0443,0.0432,0.0061,0.0012
2020-03-04,0.6121,0.104,0.1207,0.069,0.0431,0.0433,0.0064,0.0014
2020-03-05,0.6121,0.1277,0.0972,0.0698,0.0421,0.0432,0.0065,0.0014
2020-03-06,0.6121,0.1545,0.0704,0.07,0.042,0.0434,0.0062,0.0014
2020-03-07,0.612,0.1546,0.0703,0.07,0.042,0.0442,0.0057,0.0012
2020-03-08,0.612,0.1546,0.0703,0.07,0.0419,0.0448,0.0052,0.0012
2020-03-09,0.6119,0.1546,0.0703,0.0726,0.0401,0.0446,0.0046,0.0013
2020-03-10,0.6119,0.1547,0.0703,0.0742,0.0386,0.0445,0.0042,0.0016
2020-03-11,0.6119,0.1547,0.0703,0.0762,0.037,0.0443,0.0045,0.0011
2020-03-12,0.6119,0.1547,0.0704,0.0766,0.0365,0.0445,0.0045,0.0009
2020-03-13,0.6118,0.1547,0.0708,0.0779,0.0348,0.0447,0.0043,0.001
2020-03-14,0.6117,0.1548,0.0702,0.0779,0.0345,0.0447,0.0045,0.0017
2020-03-15,0.6115,0.1548,0.0706,0.0856,0.0264,0.0446,0.0046,0.0019
2020-03-16,0.6115,0.1549,0.0705,0.0911,0.021,0.0458,0.0033,0.0019
2020-03-17,0.6115,0.155,0.0704,0.0927,0.0194,0.0457,0.0035,0.0018
2020-03-18,0.6115,0.1552,0.0702,0.0961,0.0171,0.0447,0.0035,0.0017
2020-03-19,0.6115,0.1553,0.0705,0.0969,0.0165,0.0442,0.0034,0.0017
2020-03-20,0.6115,0.1553,0.0707,0.0967,0.0165,0.0445,0.0032,0.0016
2020-03-21,0.6115,0.1555,0.0706,0.0966,0.0167,0.0443,0.0041,0.0007
2020-03-22,0.6113,0.1556,0.0705,0.0966,0.0168,0.0442,0.0044,0.0006
2020-03-23,0.6113,0.1556,0.0709,0.096,0.0171,0.044,0.0044,0.0007
2020-03-24,0.6112,0.1557,0.0712,0.0956,0.0175,0.0436,0.0046,0.0006
2020-03-25,0.6112,0.1556,0.0713,0.0956,0.0176,0.0438,0.0042,0.0007
2020-03-26,0.6111,0.1557,0.0714,0.0955,0.0175,0.0439,0.004,0.0009
2020-03-27,0.6111,0.1556,0.0717,0.0951,0.0175,0.0439,0.0039,0.0012
2020-03-28,0.6111,0.1556,0.072,0.0953,0.0171,0.0442,0.0035,0.0012
2020-03-29,0.6111,0.1557,0.0724,0.0978,0.0152,0.0431,0.0036,0.0011
2020-03-30,0.6111,0.1559,0.0722,0.0979,0.0155,0.0426,0.0039,0.0009
2020-03-31,0.6111,0.1563,0.0718,0.0979,0.016,0.042,0.004,0.0009
2020-04-01,0.6111,0.1565,0.0716,0.098,0.0171,0.0414,0.0034,0.0009
2020-04-02,0.6111,0.1588,0.0693,0.0983,0.0192,0.0391,0.0035,0.0007
2020-04-03,0.6111,0.1588,0.0694,0.0983,0.0202,0.038,0.0038,0.0004
2020-04-04,0.6111,0.1589,0.0693,0.0985,0.0218,0.0363,0.0036,0.0005
2020-04-05,0.6111,0.1591,0.0698,0.0978,0.0269,0.0313,0.0036,0.0004
2020-04-06,0.6111,0.1593,0.0699,0.0975,0.0278,0.0306,0.0035,0.0003
2020-04-07,0.6111,0.1594,0.0699,0.0973,0.0284,0.0303,0.0033,0.0003
2020-04-08,0.6111,0.1594,0.0701,0.0972,0.0318,0.0269,0.0031,0.0004
2020-04-09,0.6111,0.1595,0.07,0.0973,0.0326,0.0259,0.0032,0.0004
2020-04-10,0.6111,0.1595,0.0703,0.097,0.0331,0.0255,0.003,0.0005
2020-04-11,0.611,0.1595,0.0704,0.0969,0.0348,0.0246,0.0022,0.0006
2020-04-12,0.611,0.1597,0.0708,0.0963,0.0353,0.0244,0.0019,0.0006
2020-04-13,0.611,0.1597,0.071,0.0964,0.0352,0.0244,0.0017,0.0006
2020-04-14,0.6107,0.1598,0.071,0.0962,0.0358,0.0238,0.0016,0.0011
2020-04-15,0.6107,0.1598,0.0712,0.0962,0.036,0.0234,0.0016,0.0011
2020-04-16,0.6107,0.16,0.0711,0.0961,0.0366,0.0228,0.0018,0.0009
2020-04-17,0.6107,0.16,0.0715,0.0965,0.0393,0.0193,0.0019,0.0008
2020-04-18,0.6007,0.159,0.0712,0.0966,0.0403,0.0182,0.0021,0.0119
2020-04-19,0.6007,0.1593,0.0713,0.0962,0.0417,0.017,0.0019,0.0119
2020-04-20,0.6007,0.1595,0.0714,0.0958,0.0423,0.0166,0.0017,0.012
2020-04-21,0.6007,0.1595,0.0718,0.0954,0.0425,0.0165,0.0022,0.0114
2020-04-22,0.6007,0.1603,0.071,0.0953,0.0428,0.0162,0.0022,0.0115
2020-04-23,0.6006,0.1603,0.0712,0.0952,0.043,0.016,0.002,0.0117
2020-04-24,0.6005,0.1604,0.0713,0.095,0.043,0.016,0.0017,0.0121
2020-04-25,0.6005,0.1604,0.0713,0.0951,0.0426,0.016,0.0122,0.0019
2020-04-26,0.5995,0.1604,0.0713,0.0952,0.0457,0.0129,0.0124,0.0026
2020-04-27,0.5989,0.1599,0.0711,0.095,0.0456,0.0127,0.0125,0.0043
2020-04-28,0.5986,0.1597,0.0755,0.0905,0.0455,0.0127,0.0119,0.0056
2020-04-29,0.5983,0.1599,0.0753,0.0905,0.0455,0.0126,0.0116,0.0063
2020-04-30,0.5981,0.1601,0.0749,0.0904,0.0455,0.0126,0.0116,0.0068
2020-05-01,0.598,0.1601,0.0749,0.0905,0.0456,0.0124,0.012,0.0065
2020-05-02,0.598,0.1601,0.0749,0.0907,0.0454,0.0125,0.0123,0.0061
2020-05-03,0.598,0.1603,0.0748,0.0911,0.0447,0.0122,0.013,0.0059
2020-05-04,0.5979,0.1603,0.0744,0.0909,0.0448,0.0118,0.0149,0.005
2020-05-05,0.5979,0.1621,0.0802,0.0832,0.0451,0.0114,0.0159,0.0042
2020-05-06,0.5975,0.162,0.0804,0.083,0.045,0.0113,0.0169,0.0039
2020-05-07,0.5975,0.1621,0.0806,0.0827,0.0451,0.0114,0.0172,0.0034
2020-05-08,0.5974,0.1621,0.0809,0.0824,0.0451,0.0112,0.0175,0.0034
2020-05-09,0.5972,0.1621,0.081,0.0823,0.0458,0.0106,0.0169,0.0041
2020-05-10,0.5967,0.1621,0.0808,0.0822,0.0457,0.0101,0.0171,0.0053
2020-05-11,0.5965,0.1619,0.0804,0.0821,0.0458,0.0094,0.018,0.0059
2020-05-12,0.5965,0.1619,0.0807,0.0818,0.0459,0.0095,0.0173,0.0064
2020-05-13,0.5965,0.1618,0.0808,0.0815,0.0462,0.0091,0.0178,0.0063
2020-05-14,0.5963,0.1618,0.0809,0.0815,0.0463,0.0089,0.0178,0.0065
2020-05-15,0.5947,0.161,0.0811,0.0808,0.0456,0.0086,0.0183,0.0099
2020-05-16,0.5942,0.1608,0.0812,0.0802,0.0453,0.0161,0.0115,0.0107
2020-05-17,0.5936,0.1609,0.0818,0.079,0.0447,0.0164,0.0127,0.0109
2020-05-18,0.5925,0.1608,0.082,0.0787,0.0448,0.0147,0.0142,0.0123
2020-05-19,0.5922,0.1606,0.082,0.0786,0.0447,0.0145,0.0145,0.0129
2020-05-20,0.5913,0.1607,0.0817,0.0786,0.0444,0.0143,0.0148,0.0142
2020-05-21,0.5901,0.1604,0.0822,0.0777,0.0441,0.0142,0.0148,0.0165
2020-05-22,0.5896,0.1602,0.0838,0.076,0.0438,0.0142,0.0184,0.014
2020-05-23,0.5854,0.1597,0.0835,0.0745,0.043,0.0133,0.0191,0.0215
2020-05-24,0.5849,0.1597,0.083,0.0761,0.0403,0.014,0.02,0.022
2020-05-25,0.5842,0.1596,0.0828,0.0748,0.0402,0.0146,0.021,0.0228
2020-05-26,0.5832,0.1617,0.0809,0.0745,0.0399,0.0151,0.0206,0.0241
2020-05-27,0.5816,0.1618,0.0797,0.0742,0.0396,0.0142,0.021,0.0279
2020-05-28,0.5796,0.1619,0.0784,0.0735,0.0391,0.014,0.0225,0.031
2020-05-29,0.5795,0.1629,0.0771,0.073,0.0389,0.0143,0.0233,0.031
2020-05-30,0.5792,0.1631,0.0769,0.073,0.0389,0.0136,0.0315,0.0238
2020-05-31,0.5792,0.1631,0.0867,0.0632,0.039,0.0138,0.0325,0.0225
2020-06-01,0.5792,0.1632,0.0866,0.0632,0.039,0.0147,0.0357,0.0184
2020-06-02,0.5789,0.1631,0.0867,0.0631,0.0387,0.0148,0.0378,0.0169
2020-06-03,0.5788,0.1631,0.087,0.0626,0.0393,0.0147,0.0419,0.0126
2020-06-04,0.5786,0.1633,0.0955,0.054,0.0392,0.0146,0.0482,0.0066
2020-06-05,0.5786,0.1635,0.0963,0.0531,0.0391,0.0157,0.0489,0.0048
2020-06-06,0.5786,0.1687,0.0914,0.0528,0.0393,0.0163,0.0492,0.0037
2020-06-07,0.5784,0.1686,0.0914,0.0528,0.0394,0.0174,0.048,0.004
2020-06-08,0.5784,0.1688,0.0913,0.0534,0.0387,0.0182,0.0472,0.004
2020-06-09,0.5784,0.1689,0.0912,0.0539,0.0383,0.0184,0.0478,0.0031
2020-06-10,0.5784,0.1711,0.089,0.0543,0.0379,0.0188,0.0491,0.0014
2020-06-11,0.5784,0.1711,0.0892,0.0541,0.0379,0.0191,0.0492,0.001
2020-06-12,0.5784,0.1712,0.0892,0.054,0.0379,0.0226,0.0453,0.0014
2020-06-13,0.5782,0.1713,0.0896,0.0535,0.038,0.0235,0.0439,0.002
2020-06-14,0.578,0.1713,0.0896,0.0535,0.0379,0.025,0.0424,0.0023
2020-06-15,0.578,0.1734,0.088,0.0531,0.038,0.028,0.0394,0.0021
2020-06-16,0.578,0.1735,0.088,0.0532,0.0379,0.0282,0.039,0.0022
2020-06-17,0.578,0.1735,0.0883,0.0539,0.0369,0.0296,0.0377,0.0021
2020-06-18,0.5779,0.1735,0.0885,0.0542,0.0363,0.0318,0.034,0.0038
2020-06-19,0.5779,0.1735,0.089,0.0537,0.0363,0.033,0.0331,0.0035
2020-06-20,0.5776,0.1736,0.0899,0.0528,0.0361,0.0408,0.0258,0.0034
2020-06-21,0.5774,0.1739,0.0897,0.0528,0.0362,0.0418,0.0253,0.0029
2020-06-22,0.5774,0.1739,0.0898,0.0529,0.0361,0.0447,0.0221,0.0031
2020-06-23,0.5774,0.1739,0.0897,0.0532,0.0357,0.0465,0.02,0.0036
2020-06-24,0.5772,0.1739,0.0892,0.0532,0.0356,0.0516,0.0147,0.0046
2020-06-25,0.5772,0.1739,0.0892,0.0533,0.0357,0.057,0.0106,0.0031
2020-06-26,0.5771,0.174,0.0892,0.0531,0.0358,0.0585,0.009,0.0033
2020-06-27,0.5767,0.174,0.0898,0.0526,0.0357,0.0595,0.0082,0.0035
2020-06-28,0.5763,0.1756,0.0882,0.0537,0.0347,0.0595,0.0086,0.0034
2020-06-29,0.5761,0.1755,0.0882,0.054,0.0344,0.0595,0.0086,0.0037
2020-06-30,0.576,0.1755,0.0883,0.0542,0.034,0.0603,0.0083,0.0034
2020-07-01,0.5758,0.1755,0.0883,0.0554,0.0328,0.0621,0.0076,0.0025
2020-07-02,0.5758,0.1757,0.0881,0.0572,0.031,0.0623,0.0071,0.0028
2020-07-03,0.5758,0.1757,0.0879,0.0577,0.0298,0.0594,0.0074,0.0063
2020-07-04,0.5757,0.1757,0.0882,0.0584,0.0286,0.0593,0.0078,0.0063
2020-07-05,0.5757,0.1757,0.0885,0.0622,0.0243,0.0594,0.0077,0.0065
2020-07-06,0.5757,0.1757,0.0885,0.0626,0.0238,0.0593,0.0084,0.006
2020-07-07,0.5756,0.1757,0.0885,0.063,0.0234,0.0592,0.0087,0.0059
2020-07-08,0.5756,0.1758,0.0885,0.0641,0.0222,0.0593,0.0087,0.0058
2020-07-09,0.5756,0.1758,0.0886,0.0644,0.022,0.0592,0.0089,0.0055
2020-07-10,0.5756,0.1758,0.0888,0.0645,0.0216,0.0593,0.0122,0.0022
2020-07-11,0.5756,0.1758,0.0889,0.0655,0.0205,0.0595,0.0121,0.0021
2020-07-12,0.5756,0.1757,0.0892,0.0653,0.0203,0.0603,0.0116,0.002
2020-07-13,0.5755,0.1757,0.0892,0.0654,0.0202,0.0602,0.0119,0.0019
2020-07-14,0.5754,0.1757,0.0892,0.0656,0.0204,0.0599,0.012,0.0018
2020-07-15,0.5754,0.1757,0.0905,0.0646,0.0201,0.0597,0.0122,0.0018
2020-07-16,0.5754,0.1758,0.0905,0.0649,0.0196,0.0609,0.0108,0.0021
2020-07-17,0.5754,0.1758,0.0904,0.0678,0.0167,0.061,0.0111,0.0018
2020-07-18,0.5754,0.1758,0.0906,0.0683,0.0182,0.0589,0.0112,0.0016
2020-07-19,0.5754,0.1758,0.0906,0.0694,0.0174,0.0591,0.011,0.0013
2020-07-20,0.5754,0.1758,0.0907,0.0696,0.0173,0.0591,0.0109,0.0012
2020-07-21,0.5754,0.1759,0.0905,0.0698,0.0171,0.0596,0.0105,0.0012
2020-07-22,0.5754,0.1759,0.0905,0.0701,0.017,0.0605,0.0097,0.0009
2020-07-23,0.5752,0.176,0.0906,0.07,0.0168,0.0604,0.0101,0.0009
2020-07-24,0.5752,0.1762,0.0904,0.0701,0.0171,0.0601,0.0099,0.001
2020-07-25,0.5752,0.1762,0.0903,0.0701,0.0175,0.0601,0.0097,0.0009
2020-07-26,0.5751,0.1762,0.0903,0.0731,0.0152,0.0597,0.0094,0.001
2020-07-27,0.5751,0.1762,0.0904,0.0731,0.0165,0.0589,0.0088,0.001
2020-07-28,0.5751,0.1762,0.0906,0.0729,0.0175,0.0582,0.0086,0.0009
2020-07-29,0.5751,0.1764,0.0904,0.073,0.0183,0.0572,0.0083,0.0013
2020-07-30,0.5751,0.1764,0.0906,0.0729,0.0185,0.0569,0.0082,0.0014
2020-07-31,0.5751,0.1765,0.0906,0.073,0.0188,0.0593,0.0048,0.0019
2020-08-01,0.5749,0.1765,0.0906,0.0729,0.0187,0.0594,0.0044,0.0026
2020-08-02,0.5747,0.1765,0.0907,0.073,0.0187,0.0595,0.0041,0.0028
2020-08-03,0.5745,0.1765,0.0907,0.0731,0.0193,0.0589,0.0039,0.0031
2020-08-04,0.5745,0.1765,0.0907,0.0735,0.019,0.0588,0.0037,0.0033
2020-08-05,0.5742,0.1766,0.0907,0.0734,0.0194,0.0582,0.0038,0.0037
2020-08-06,0.5741,0.1766,0.0907,0.0734,0.0193,0.058,0.0043,0.0036
2020-08-07,0.5741,0.1766,0.0907,0.0737,0.0201,0.0571,0.0045,0.0032
2020-08-08,0.5739,0.1767,0.0913,0.0735,0.0204,0.056,0.0048,0.0034
2020-08-09,0.5739,0.1767,0.0919,0.0733,0.0213,0.055,0.0048,0.0031
2020-08-10,0.5739,0.1767,0.0919,0.0739,0.0216,0.054,0.0051,0.0029
2020-08-11,0.5739,0.1768,0.0921,0.0738,0.0216,0.0539,0.0052,0.0027
2020-08-12,0.5739,0.1769,0.0922,0.0739,0.0218,0.0537,0.0056,0.002
2020-08-13,0.5738,0.1778,0.0914,0.074,0.0219,0.0537,0.0057,0.0017
2020-08-14,0.5738,0.1779,0.0913,0.0742,0.025,0.0505,0.0061,0.0012
2020-08-15,0.5736,0.1779,0.0913,0.0742,0.0256,0.05,0.0067,0.0007
2020-08-16,0.5736,0.1781,0.0912,0.0741,0.0272,0.0483,0.0067,0.0008
2020-08-17,0.5734,0.1781,0.0911,0.0754,0.029,0.0452,0.0067,0.0011
2020-08-18,0.5732,0.1781,0.0911,0.0755,0.0293,0.0449,0.0066,0.0013
2020-08-19,0.5729,0.1781,0.0911,0.0755,0.0301,0.0441,0.0066,0.0016
2020-08-20,0.5729,0.1783,0.0909,0.0756,0.032,0.0425,0.0064,0.0014
2020-08-21,0.5728,0.1783,0.0912,0.0755,0.0328,0.0416,0.0063,0.0015
2020-08-22,0.5728,0.1783,0.0912,0.0755,0.0373,0.0371,0.0065,0.0013
2020-08-23,0.5725,0.1782,0.0913,0.0754,0.0385,0.0359,0.0065,0.0017
2020-08-24,0.572,0.1782,0.0911,0.0756,0.0409,0.0331,0.0068,0.0023
2020-08-25,0.5718,0.1784,0.0909,0.0756,0.043,0.0309,0.007,0.0024
2020-08-26,0.5715,0.1785,0.0908,0.0758,0.0471,0.0264,0.0069,0.003
2020-08-27,0.5705,0.1784,0.0908,0.0754,0.0519,0.0219,0.0064,0.0047
2020-08-28,0.5704,0.1784,0.0908,0.0754,0.0534,0.021,0.0059,0.0047
2020-08-29,0.5702,0.1784,0.0908,0.0758,0.0539,0.0205,0.0054,0.005
2020-08-30,0.57,0.1787,0.0905,0.0757,0.054,0.0207,0.0056,0.0048
2020-08-31,0.57,0.1789,0.0903,0.0756,0.0542,0.0209,0.0061,0.004
2020-09-01,0.5698,0.1789,0.0909,0.075,0.0549,0.0201,0.0062,0.0042
2020-09-02,0.5698,0.1789,0.0913,0.0752,0.056,0.019,0.0063,0.0035
2020-09-03,0.5697,0.1789,0.0924,0.0742,0.0564,0.019,0.0076,0.0018
2020-09-04,0.5696,0.1788,0.0926,0.074,0.0564,0.0195,0.0072,0.0019
2020-09-05,0.5695,0.1788,0.0926,0.0742,0.0562,0.0202,0.0069,0.0016
2020-09-06,0.5695,0.1788,0.0926,0.0743,0.0564,0.0199,0.0072,0.0013
2020-09-07,0.569,0.1787,0.0951,0.0716,0.0555,0.0197,0.007,0.0034
2020-09-08,0.5686,0.1787,0.097,0.0694,0.0554,0.0194,0.0076,0.0039
2020-09-09,0.5686,0.1792,0.0985,0.0672,0.0553,0.0191,0.0076,0.0045
2020-09-10,0.5685,0.1792,0.0985,0.0667,0.0547,0.0189,0.0074,0.0061
2020-09-11,0.5683,0.1792,0.1,0.0645,0.0543,0.0183,0.0075,0.0079
2020-09-12,0.5656,0.1788,0.099,0.0609,0.0524,0.0159,0.0072,0.0202
2020-09-13,0.565,0.1785,0.1061,0.0528,0.0524,0.0147,0.0069,0.0236
2020-09-14,0.5625,0.1779,0.1103,0.0479,0.0512,0.0148,0.0087,0.0267
2020-09-15,0.5589,0.1772,0.1111,0.0458,0.0458,0.0142,0.0089,0.0381
2020-09-16,0.5476,0.1765,0.1128,0.0423,0.0431,0.0138,0.0085,0.0554
2020-09-17,0.5368,0.1765,0.1136,0.0412,0.0436,0.0127,0.0098,0.0658
2020-09-18,0.5368,0.1766,0.1135,0.0411,0.0436,0.0127,0.0111,0.0646
2020-09-19,0.5365,0.1768,0.113,0.0409,0.043,0.0122,0.0192,0.0584
2020-09-20,0.5365,0.1773,0.1125,0.0409,0.0429,0.0121,0.0222,0.0556
2020-09-21,0.5363,0.1767,0.1123,0.041,0.0419,0.0125,0.025,0.0543
2020-09-22,0.5362,0.1767,0.1122,0.041,0.0419,0.0124,0.0349,0.0447
2020-09-23,0.536,0.1764,0.112,0.0409,0.0423,0.0123,0.0535,0.0266
2020-09-24,0.5359,0.1762,0.1118,0.0408,0.0418,0.0136,0.0643,0.0156
2020-09-25,0.5347,0.1758,0.1114,0.0397,0.0402,0.0131,0.0566,0.0285
2020-09-26,0.5342,0.1758,0.1113,0.0386,0.0398,0.0128,0.0563,0.0312
2020-09-27,0.5336,0.1758,0.1134,0.0356,0.0395,0.0124,0.0515,0.0382
2020-09-28,0.5328,0.1758,0.1125,0.0351,0.0396,0.0117,0.0481,0.0444
2020-09-29,0.5302,0.1748,0.1034,0.0303,0.0366,0.0116,0.0407,0.0724
2020-09-30,0.53,0.1749,0.1026,0.0302,0.0362,0.0115,0.0405,0.0741
2020-10-01,0.5299,0.1745,0.1023,0.0298,0.0363,0.0111,0.0404,0.0757
2020-10-02,0.527,0.1747,0.1021,0.0296,0.0366,0.0111,0.0476,0.0713
2020-10-03,0.527,0.1743,0.1023,0.0293,0.0369,0.0107,0.0527,0.0668
2020-10-04,0.5264,0.1732,0.102,0.0291,0.0368,0.0105,0.0595,0.0625
2020-10-05,0.5262,0.171,0.102,0.029,0.0365,0.012,0.0656,0.0577
2020-10-06,0.5257,0.1701,0.1017,0.0287,0.0364,0.0121,0.0829,0.0424
2020-10-07,0.5255,0.1694,0.1017,0.0287,0.0367,0.012,0.089,0.037
2020-10-08,0.5252,0.168,0.1013,0.0286,0.0365,0.0128,0.0919,0.0357
2020-10-09,0.5243,0.1677,0.1008,0.0285,0.0367,0.0136,0.094,0.0344
2020-10-10,0.5242,0.168,0.0997,0.0287,0.0366,0.0176,0.0908,0.0344
2020-10-11,0.5242,0.1677,0.0997,0.0287,0.0368,0.0199,0.0915,0.0315
2020-10-12,0.524,0.1676,0.0985,0.0285,0.0365,0.0222,0.1006,0.0221
2020-10-13,0.5238,0.1676,0.0986,0.0286,0.0363,0.0272,0.0983,0.0196
2020-10-14,0.5237,0.1673,0.0988,0.0284,0.0363,0.0335,0.0925,0.0195
2020-10-15,0.5237,0.1671,0.0988,0.0284,0.0364,0.0373,0.0915,0.0168
2020-10-16,0.5235,0.1672,0.0987,0.0281,0.0363,0.0371,0.0933,0.0158
